Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
204234_s_at	zinc finger protein 195	7748	ENSG00000005801
204279_at	proteasome subunit beta 9	5698	ENSG00000239836 /// ENSG00000240065 /// ENSG00000240118 /// ENSG00000240508 /// ENSG00000242711 /// ENSG00000243067 /// ENSG00000243594 /// ENSG00000243958 /// OTTHUMG00000012781 /// OTTHUMG00000031287 /// OTTHUMG00000031585 /// OTTHUMG00000140189 /// OTTHUMG00000148833 /// OTTHUMG00000149102 /// OTTHUMG00000149359 /// OTTHUMG00000149620
204323_x_at	neurofibromin 1	4763	ENSG00000196712 /// OTTHUMG00000132871
204337_at	regulator of G-protein signaling 4	5999	ENSG00000117152 /// OTTHUMG00000034417
204338_s_at	regulator of G-protein signaling 4	5999	ENSG00000117152 /// OTTHUMG00000034417
204339_s_at	regulator of G-protein signaling 4	5999	ENSG00000117152 /// OTTHUMG00000034417
204382_at	N-acetyltransferase 9 (GCN5-related, putative)	26151	ENSG00000109065 /// OTTHUMG00000178870
204567_s_at	ATP binding cassette subfamily G member 1	9619	ENSG00000160179 /// OTTHUMG00000086791
204583_x_at	kallikrein related peptidase 3	354	ENSG00000142515 /// OTTHUMG00000182867
204588_s_at	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7	9056	ENSG00000155465 /// OTTHUMG00000028692
204624_at	ATPase, Cu++ transporting, beta polypeptide	540	ENSG00000123191 /// OTTHUMG00000017406
204650_s_at	amyloid beta (A4) precursor protein-binding, family B, member 3	10307	ENSG00000113108 /// OTTHUMG00000129504
204671_s_at	ankyrin repeat domain 6	22881	ENSG00000135299 /// OTTHUMG00000015202
204683_at	intercellular adhesion molecule 2	3384	ENSG00000108622 /// OTTHUMG00000178865
204685_s_at	ATPase, Ca++ transporting, plasma membrane 2	491	ENSG00000157087 /// OTTHUMG00000128679
204710_s_at	WD repeat domain, phosphoinositide interacting 2	26100	ENSG00000157954 /// OTTHUMG00000121179
204756_at	mitogen-activated protein kinase kinase 5	5607	ENSG00000137764 /// OTTHUMG00000133264
204769_s_at	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	6891	ENSG00000204267 /// ENSG00000206235 /// ENSG00000206299 /// ENSG00000223481 /// ENSG00000225967 /// ENSG00000228582 /// ENSG00000232326 /// ENSG00000237599 /// OTTHUMG00000012641 /// OTTHUMG00000031068 /// OTTHUMG00000031338 /// OTTHUMG00000041555 /// OTTHUMG00000148826 /// OTTHUMG00000149079 /// OTTHUMG00000149345 /// OTTHUMG00000149594
204770_at	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	6891	ENSG00000204267 /// ENSG00000206235 /// ENSG00000206299 /// ENSG00000228582 /// ENSG00000237599 /// OTTHUMG00000012641 /// OTTHUMG00000031068 /// OTTHUMG00000031338 /// OTTHUMG00000149345 /// OTTHUMG00000149594
204780_s_at	Fas cell surface death receptor	355	ENSG00000026103 /// OTTHUMG00000018701
204781_s_at	Fas cell surface death receptor	355	ENSG00000026103 /// OTTHUMG00000018701
204806_x_at	major histocompatibility complex, class I, F	3134	ENSG00000137403 /// ENSG00000204642 /// ENSG00000206509 /// ENSG00000229698 /// ENSG00000235220 /// ENSG00000237508 /// OTTHUMG00000004783 /// OTTHUMG00000031156 /// OTTHUMG00000031438 /// OTTHUMG00000041181 /// OTTHUMG00000148884 /// OTTHUMG00000149164
204813_at	mitogen-activated protein kinase 10	5602	ENSG00000109339 /// OTTHUMG00000130604
204825_at	maternal embryonic leucine zipper kinase	9833	ENSG00000165304 /// OTTHUMG00000019906
204860_s_at	NLR family, apoptosis inhibitory protein	4671	ENSG00000249437 /// ENSG00000276068 /// ENSG00000278613 /// OTTHUMG00000163318 /// OTTHUMG00000175350 /// OTTHUMG00000190019
204877_s_at	TAO kinase 2	9344	ENSG00000149930 /// OTTHUMG00000132111
204885_s_at	mesothelin	10232	ENSG00000102854 /// OTTHUMG00000047992
204890_s_at	LCK proto-oncogene, Src family tyrosine kinase	3932	ENSG00000182866 /// OTTHUMG00000007463
204892_x_at	eukaryotic translation elongation factor 1 alpha 1	1915	ENSG00000156508 /// OTTHUMG00000015031 /// OTTHUMG00000020851
204895_x_at	mucin 4, cell surface associated	4585	ENSG00000145113 /// ENSG00000273822 /// ENSG00000273984 /// ENSG00000276613 /// ENSG00000277585 /// ENSG00000278303 /// ENSG00000278468 /// OTTHUMG00000151827 /// OTTHUMG00000189764 /// OTTHUMG00000189768 /// OTTHUMG00000189776 /// OTTHUMG00000189814 /// OTTHUMG00000189837 /// OTTHUMG00000189849
204937_s_at	zinc finger protein 274	10782	ENSG00000171606 /// OTTHUMG00000183456
205038_at	IKAROS family zinc finger 1	10320	ENSG00000185811 /// OTTHUMG00000155907
205039_s_at	IKAROS family zinc finger 1	10320	ENSG00000185811 /// OTTHUMG00000155907
205047_s_at	asparagine synthetase (glutamine-hydrolyzing)	440	ENSG00000070669 /// OTTHUMG00000022892
205054_at	nebulin	4703	ENSG00000183091 /// OTTHUMG00000153784
205075_at	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2	5345	ENSG00000167711 /// ENSG00000276838 /// OTTHUMG00000090552 /// OTTHUMG00000191167
205095_s_at	ATPase, H+ transporting, lysosomal V0 subunit a1	535	ENSG00000033627 /// OTTHUMG00000180238
205114_s_at	chemokine (C-C motif) ligand 3 /// chemokine (C-C motif) ligand 3-like 1 /// chemokine (C-C motif) ligand 3-like 3	6348 /// 6349 /// 414062	ENSG00000274221 /// ENSG00000276085 /// ENSG00000277336 /// ENSG00000277632 /// ENSG00000277768 /// ENSG00000277796 /// ENSG00000278567 /// OTTHUMG00000188413 /// OTTHUMG00000188419 /// OTTHUMG00000191208 /// OTTHUMG00000191214 /// OTTHUMG00000191286 /// OTTHUMG00000191291 /// OTTHUMG00000191296
205126_at	vaccinia related kinase 2	7444	ENSG00000028116 /// OTTHUMG00000129348
205377_s_at	acetylcholinesterase (Yt blood group)	43	ENSG00000087085 /// OTTHUMG00000157033
205378_s_at	acetylcholinesterase (Yt blood group)	43	ENSG00000087085 /// OTTHUMG00000157033
205446_s_at	activating transcription factor 2	1386	ENSG00000115966 /// OTTHUMG00000132424
205468_s_at	interferon regulatory factor 5	3663	ENSG00000128604 /// OTTHUMG00000158410
205470_s_at	kallikrein related peptidase 11	11012	ENSG00000167757 /// OTTHUMG00000182915
205480_s_at	UDP-glucose pyrophosphorylase 2	7360	ENSG00000169764 /// OTTHUMG00000129513
205494_at	zinc finger protein 821	55565	ENSG00000102984 /// OTTHUMG00000176874
205514_at	zinc finger protein 415	55786	ENSG00000170954 /// OTTHUMG00000182865
205528_s_at	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	862	ENSG00000079102 /// OTTHUMG00000164066
205529_s_at	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	862	ENSG00000079102 /// OTTHUMG00000164066
205531_s_at	glutaminase 2 (liver, mitochondrial)	27165	ENSG00000135423 /// OTTHUMG00000140379
205580_s_at	histamine receptor H1	3269	ENSG00000196639 /// OTTHUMG00000129719
205593_s_at	phosphodiesterase 9A	5152	ENSG00000160191 /// OTTHUMG00000086825
205623_at	aldehyde dehydrogenase 3 family, member A1	218	ENSG00000108602 /// OTTHUMG00000059469
205644_s_at	small nuclear ribonucleoprotein polypeptide G	6637	ENSG00000143977 /// OTTHUMG00000129670
205698_s_at	mitogen-activated protein kinase kinase 6	5608	ENSG00000108984 /// OTTHUMG00000180311
205717_x_at	protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5	5098 /// 8641 /// 9708 /// 26025 /// 56097 /// 56098 /// 56099 /// 56100 /// 56101 /// 56102 /// 56103 /// 56104 /// 56105 /// 56106 /// 56107 /// 56108 /// 56109 /// 56110 /// 56111 /// 56112 /// 56113 /// 56114	ENSG00000081853 /// ENSG00000204956 /// ENSG00000240184 /// ENSG00000240764 /// ENSG00000242419 /// ENSG00000253159 /// ENSG00000253305 /// ENSG00000253485 /// ENSG00000253537 /// ENSG00000253731 /// ENSG00000253767 /// ENSG00000253846 /// ENSG00000253873 /// ENSG00000253910 /// ENSG00000253953 /// ENSG00000254122 /// ENSG00000254221 /// ENSG00000254245 /// ENSG00000261934 /// ENSG00000262209 /// ENSG00000262576 /// ENSG00000276547 /// OTTHUMG00000129611 /// OTTHUMG00000129613 /// OTTHUMG00000129624 /// OTTHUMG00000129625 /// OTTHUMG00000163678 /// OTTHUMG00000163679 /// OTTHUMG00000163680 /// OTTHUMG00000163681 /// OTTHUMG00000163682 /// OTTHUMG00000163683 /// OTTHUMG00000163684 /// OTTHUMG00000163685 /// OTTHUMG00000163686 /// OTTHUMG00000163687 /// OTTHUMG00000163688 /// OTTHUMG00000164053 /// OTTHUMG00000164054 /// OTTHUMG00000164055 /// OTTHUMG00000177471 /// OTTHUMG00000177473 /// OTTHUMG00000177593 /// OTTHUMG00000188231
205851_at	NME/NM23 nucleoside diphosphate kinase 6	10201	ENSG00000172113 /// OTTHUMG00000133531
205905_s_at	MHC class I polypeptide-related sequence A /// MHC class I polypeptide-related sequence B	4277 /// 100507436	ENSG00000183214 /// ENSG00000204516 /// ENSG00000204520 /// ENSG00000206449 /// ENSG00000224378 /// ENSG00000227772 /// ENSG00000231179 /// ENSG00000231225 /// ENSG00000231372 /// ENSG00000233051 /// ENSG00000234218 /// ENSG00000235233 /// ENSG00000238289 /// OTTHUMG00000031073 /// OTTHUMG00000031074 /// OTTHUMG00000031343 /// OTTHUMG00000031344 /// OTTHUMG00000036959 /// OTTHUMG00000037037 /// OTTHUMG00000148774 /// OTTHUMG00000148984 /// OTTHUMG00000149254 /// OTTHUMG00000149269 /// OTTHUMG00000149499 /// OTTHUMG00000149949 /// OTTHUMG00000149951
205909_at	polymerase (DNA directed), epsilon 2, accessory subunit	5427	ENSG00000100479 /// OTTHUMG00000170813
205914_s_at	glutamate receptor, ionotropic, N-methyl D-aspartate 1	2902	ENSG00000176884 /// OTTHUMG00000020976
205989_s_at	myelin oligodendrocyte glycoprotein	4340	ENSG00000137345 /// ENSG00000204655 /// ENSG00000230885 /// ENSG00000232641 /// ENSG00000234096 /// ENSG00000234623 /// ENSG00000236561 /// ENSG00000237834 /// OTTHUMG00000004875 /// OTTHUMG00000013852 /// OTTHUMG00000031099 /// OTTHUMG00000031380 /// OTTHUMG00000148766 /// OTTHUMG00000148976 /// OTTHUMG00000149261 /// OTTHUMG00000149491
206042_x_at	small nuclear ribonucleoprotein polypeptide N /// SNRPN upstream reading frame	6638 /// 8926	ENSG00000128739 /// ENSG00000273173 /// OTTHUMG00000129180 /// OTTHUMG00000186421
206061_s_at	dicer 1, ribonuclease type III	23405	ENSG00000100697 /// OTTHUMG00000166134
206063_x_at	peptidylprolyl isomerase (cyclophilin)-like 2	23759	ENSG00000100023 /// OTTHUMG00000030174
206066_s_at	RAD51 paralog C	5889	ENSG00000108384 /// OTTHUMG00000141292
206086_x_at	hemochromatosis	3077	ENSG00000010704 /// OTTHUMG00000016348
206094_x_at	UDP glucuronosyltransferase 1 family, polypeptide A1 /// UDP glucuronosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A3 /// UDP glucuronosyltransferase 1 family, polypeptide A4 /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A6 /// UDP glucuronosyltransferase 1 family, polypeptide A7 /// UDP glucuronosyltransferase 1 family, polypeptide A8 /// UDP glucuronosyltransferase 1 family, polypeptide A9	54575 /// 54576 /// 54577 /// 54578 /// 54579 /// 54600 /// 54657 /// 54658 /// 54659	ENSG00000167165 /// ENSG00000240224 /// ENSG00000241119 /// ENSG00000241635 /// ENSG00000242366 /// ENSG00000242515 /// ENSG00000243135 /// ENSG00000244122 /// ENSG00000244474 /// OTTHUMG00000059004 /// OTTHUMG00000059117 /// OTTHUMG00000059118 /// OTTHUMG00000059119 /// OTTHUMG00000059120 /// OTTHUMG00000059121 /// OTTHUMG00000059122 /// OTTHUMG00000059123 /// OTTHUMG00000059124
206107_at	regulator of G-protein signaling 11	8786	ENSG00000076344 /// OTTHUMG00000064893
206116_s_at	tropomyosin 1 (alpha)	7168	ENSG00000140416 /// OTTHUMG00000132803
206173_x_at	uncharacterized protein FLJ10038 /// GA binding protein transcription factor, beta subunit 1	2553 /// 55056	ENSG00000104064 /// OTTHUMG00000131642
206237_s_at	neuregulin 1	3084	ENSG00000157168 /// OTTHUMG00000163918
206247_at	MHC class I polypeptide-related sequence B	4277	ENSG00000204516 /// ENSG00000206449 /// ENSG00000224378 /// ENSG00000227772 /// ENSG00000231179 /// ENSG00000231372 /// ENSG00000234218 /// ENSG00000238289 /// OTTHUMG00000031074 /// OTTHUMG00000031344 /// OTTHUMG00000037037 /// OTTHUMG00000148774 /// OTTHUMG00000148984 /// OTTHUMG00000149269 /// OTTHUMG00000149499 /// OTTHUMG00000149949
206253_at	discs, large homolog 2 (Drosophila)	1740	ENSG00000150672 /// OTTHUMG00000134309
206283_s_at	T-cell acute lymphocytic leukemia 1	6886	ENSG00000162367 /// OTTHUMG00000007847
206290_s_at	regulator of G-protein signaling 7	6000	ENSG00000182901 /// OTTHUMG00000040107
206382_s_at	brain-derived neurotrophic factor	627	ENSG00000176697 /// OTTHUMG00000178797
206399_x_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	773	ENSG00000141837 /// OTTHUMG00000044590
206411_s_at	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	ENSG00000143322 /// OTTHUMG00000035199
206445_s_at	protein arginine methyltransferase 1	3276	ENSG00000126457 /// OTTHUMG00000167568
206452_x_at	protein phosphatase 2A activator, regulatory subunit 4	5524	ENSG00000119383 /// OTTHUMG00000020774
206453_s_at	NDRG family member 2	57447	ENSG00000165795 /// OTTHUMG00000029619
206501_x_at	ets variant 1	2115	ENSG00000006468 /// OTTHUMG00000152403
206562_s_at	casein kinase 1, alpha 1	1452	ENSG00000113712 /// OTTHUMG00000163463
206563_s_at	opiate receptor-like 1	4987	ENSG00000125510 /// ENSG00000277044 /// OTTHUMG00000033027 /// OTTHUMG00000190289
206571_s_at	mitogen-activated protein kinase kinase kinase kinase 4	9448	ENSG00000071054 /// OTTHUMG00000155394
206574_s_at	protein tyrosine phosphatase type IVA, member 3	11156	ENSG00000184489 /// ENSG00000275575 /// OTTHUMG00000164490 /// OTTHUMG00000190644
206582_s_at	adhesion G protein-coupled receptor G1	9289	ENSG00000205336
206596_s_at	neural retina leucine zipper	4901	ENSG00000129535 /// OTTHUMG00000028789
206665_s_at	BCL2-like 1	598	ENSG00000171552 /// OTTHUMG00000032192
206675_s_at	SKI-like proto-oncogene	6498	ENSG00000136603 /// OTTHUMG00000158831
206748_s_at	sperm associated antigen 9	9043	ENSG00000008294 /// OTTHUMG00000162316
206846_s_at	histone deacetylase 6	10013	ENSG00000094631 /// OTTHUMG00000034496
206902_s_at	endo/exonuclease (5'-3'), endonuclease G-like	9941	ENSG00000157036 /// OTTHUMG00000131295
206972_s_at	G protein-coupled receptor 161	23432	ENSG00000143147 /// OTTHUMG00000034651
206975_at	lymphotoxin alpha	4049	ENSG00000173503 /// ENSG00000223919 /// ENSG00000226275 /// ENSG00000226979 /// ENSG00000230279 /// ENSG00000231408 /// ENSG00000238130 /// OTTHUMG00000004910 /// OTTHUMG00000031135 /// OTTHUMG00000031415 /// OTTHUMG00000039633 /// OTTHUMG00000149015 /// OTTHUMG00000149296 /// OTTHUMG00000149529
207002_s_at	pleiomorphic adenoma gene-like 1	5325	ENSG00000118495 /// OTTHUMG00000015738
207011_s_at	protein tyrosine kinase 7 (inactive)	5754	ENSG00000112655 /// OTTHUMG00000014721
207015_s_at	aldehyde dehydrogenase 1 family, member A2	8854	ENSG00000128918 /// OTTHUMG00000132624
207079_s_at	mediator complex subunit 6	10001	ENSG00000133997 /// OTTHUMG00000171252
207086_x_at	G antigen 1 /// G antigen 12B /// G antigen 12C /// G antigen 12D /// G antigen 12E /// G antigen 12F /// G antigen 12G /// G antigen 12H /// G antigen 12I /// G antigen 12J /// G antigen 13 /// G antigen 2A /// G antigen 2B /// G antigen 2C /// G antigen 2D /// G antigen 2E /// G antigen 4 /// G antigen 5 /// G antigen 6 /// G antigen 7 /// G antigen 8	2543 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645037 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399	ENSG00000189064 /// ENSG00000205777 /// ENSG00000215269 /// ENSG00000216649 /// ENSG00000224659 /// ENSG00000224902 /// ENSG00000227488 /// ENSG00000236362 /// ENSG00000237671 /// ENSG00000274274 /// OTTHUMG00000024137 /// OTTHUMG00000024138 /// OTTHUMG00000024143 /// OTTHUMG00000024144 /// OTTHUMG00000024145 /// OTTHUMG00000024146 /// OTTHUMG00000024147 /// OTTHUMG00000024148 /// OTTHUMG00000024149 /// OTTHUMG00000024150 /// OTTHUMG00000067394
207091_at	purinergic receptor P2X, ligand gated ion channel, 7	5027	ENSG00000089041 /// OTTHUMG00000169153
207101_at	vesicle associated membrane protein 1	6843	ENSG00000139190 /// OTTHUMG00000168269
207130_at	zinc finger, MYND-type containing 8	23613	ENSG00000101040 /// OTTHUMG00000032667
207131_x_at	gamma-glutamyltransferase 1 /// gamma-glutamyltransferase 2 /// gamma-glutamyltransferase light chain 1 /// gamma-glutamyltransferase light chain 2 /// inactive gamma-glutamyltranspeptidase 2-like	2678 /// 91227 /// 92086 /// 728441 /// 102724197	ENSG00000100031 /// ENSG00000100121 /// OTTHUMG00000030859 /// OTTHUMG00000151177
207169_x_at	discoidin domain receptor tyrosine kinase 1	780	ENSG00000137332 /// ENSG00000204580 /// ENSG00000215522 /// ENSG00000230456 /// ENSG00000234078 /// OTTHUMG00000004835 /// OTTHUMG00000031236 /// OTTHUMG00000031536 /// OTTHUMG00000148940 /// OTTHUMG00000149219
207181_s_at	caspase 7	840	ENSG00000165806 /// OTTHUMG00000019076
207233_s_at	microphthalmia-associated transcription factor	4286	ENSG00000187098 /// OTTHUMG00000149921
207247_s_at	zinc finger protein, X-linked /// zinc finger protein, Y-linked	7543 /// 7544	ENSG00000005889 /// ENSG00000067646 /// OTTHUMG00000021264 /// OTTHUMG00000036159
207310_s_at	nitric oxide synthase 1 (neuronal)	4842	ENSG00000089250 /// OTTHUMG00000137376
207313_x_at	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	3812	ENSG00000167633 /// ENSG00000240403 /// ENSG00000274036 /// ENSG00000274722 /// ENSG00000275083 /// ENSG00000275262 /// ENSG00000275288 /// ENSG00000275416 /// ENSG00000275511 /// ENSG00000275566 /// ENSG00000275626 /// ENSG00000275629 /// ENSG00000275838 /// ENSG00000276004 /// ENSG00000276357 /// ENSG00000276423 /// ENSG00000276424 /// ENSG00000276739 /// ENSG00000276882 /// ENSG00000277181 /// ENSG00000277982 /// ENSG00000278079 /// ENSG00000278361 /// ENSG00000278403 /// ENSG00000278442 /// ENSG00000278474 /// ENSG00000278656 /// ENSG00000278707 /// ENSG00000278710 /// ENSG00000278726 /// ENSG00000278758 /// ENSG00000278809 /// ENSG00000278850 /// OTTHUMG00000065935 /// OTTHUMG00000149826 /// OTTHUMG00000151034 /// OTTHUMG00000151059 /// OTTHUMG00000151151 /// OTTHUMG00000188656 /// OTTHUMG00000188704 /// OTTHUMG00000188717 /// OTTHUMG00000188727 /// OTTHUMG00000188746 /// OTTHUMG00000188766 /// OTTHUMG00000188784 /// OTTHUMG00000188785 /// OTTHUMG00000188812 /// OTTHUMG00000188814 /// OTTHUMG00000188826 /// OTTHUMG00000188850 /// OTTHUMG00000188859 /// OTTHUMG00000188871 /// OTTHUMG00000188874 /// OTTHUMG00000188908 /// OTTHUMG00000188919 /// OTTHUMG00000188928 /// OTTHUMG00000188951 /// OTTHUMG00000188958 /// OTTHUMG00000188968 /// OTTHUMG00000189004 /// OTTHUMG00000189054
207314_x_at	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 /// killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	3811 /// 3812	ENSG00000167633 /// ENSG00000240403 /// ENSG00000274036 /// ENSG00000274722 /// ENSG00000275083 /// ENSG00000275262 /// ENSG00000275288 /// ENSG00000275416 /// ENSG00000275511 /// ENSG00000275566 /// ENSG00000275626 /// ENSG00000275629 /// ENSG00000275838 /// ENSG00000276004 /// ENSG00000276357 /// ENSG00000276423 /// ENSG00000276424 /// ENSG00000276739 /// ENSG00000276882 /// ENSG00000277181 /// ENSG00000277982 /// ENSG00000278361 /// ENSG00000278403 /// ENSG00000278442 /// ENSG00000278474 /// ENSG00000278707 /// ENSG00000278710 /// ENSG00000278726 /// ENSG00000278758 /// ENSG00000278809 /// ENSG00000278850 /// OTTHUMG00000065935 /// OTTHUMG00000151034 /// OTTHUMG00000151059 /// OTTHUMG00000151151 /// OTTHUMG00000188656 /// OTTHUMG00000188704 /// OTTHUMG00000188717 /// OTTHUMG00000188727 /// OTTHUMG00000188766 /// OTTHUMG00000188784 /// OTTHUMG00000188785 /// OTTHUMG00000188814 /// OTTHUMG00000188826 /// OTTHUMG00000188850 /// OTTHUMG00000188859 /// OTTHUMG00000188871 /// OTTHUMG00000188874 /// OTTHUMG00000188908 /// OTTHUMG00000188919 /// OTTHUMG00000188928 /// OTTHUMG00000188968 /// OTTHUMG00000189004
